"ms","ms_name_en","cci","programme_title_short","status","version","last_adoption_date_ecms","priority_code","priority_name","policy_objective_short_name","policy_objective_code","policy_objective_name","specific_objective_short_name","specific_objective_code","specific_objective_name","dimension_type","category_title_short","category_code","category_name","fund","category_of_region","cofinancing_rate","eu_amount","total_amount","climate_weighting","eu_climate_amount","total_climate_amount","environmental_weighting","eu_environmental_amount","total_environmental_amount","biodiversity_weighting","eu_biodiversity_amount","total_biodiversity_amount","gender_weighting","eu_gender_amount","total_gender_amount","clean_air_weighting","eu_clean_air_amount","total_clean_air_amount","digital_weighting","eu_amount_digital","total_amount_digital","sustainable_urban_development","territorial_tool","territory_type","un_sdg_tracking","jtf_themes","priority_type_code","priority_type_description"
"IT","Italy","2021IT16RFPR009","Liguria - ERDF","Adopted by EC","1.2","2022-10-11","1","SVILUPPO E CONSOLIDAMENTO DELLA COMPETITIVITÀ E DELL’ATTRATTIVITÀ DEL SISTEMA LIGURE, CON PARTICOLARE RIFERIMENTO A INNOVAZIONE, DIGITALIZZAZIONE E RAFFORZAMENTO DEGLI INVESTIMENTI","PO1 Smarter Europe","1","Smarter Europe","RSO1.1 Enhancing research and innovation","RSO1.1","Enhancing research and innovation","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","More developed","0.4","60000000","150000000",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"DE","Germany","2021DE16RFPR011","Thüringen - DE - ERDF","Adopted by EC","2.1","2023-03-07","4","Anpassung an den Klimawandel, Risikoprävention und Katastrophenresilienz","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Transition","0.6","155540000","259233333.33",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"DE","Germany","2021DE16RFPR011","Thüringen - DE - ERDF","Adopted by EC","2.1","2023-03-07","3","Verringerung der CO2-Emission","PO2 Greener Europe","2","Greener Europe","RSO2.1 Energy efficiency","RSO2.1","Energy efficiency","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Transition","0.6","152160000","253600000",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.008 Situational awareness and exchange of information","SO1.008","Situational awareness and exchange of information","BMVI","BMVI","0.9015722379","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.011 Hotspot areas","SO1.011","Hotspot areas","BMVI","BMVI","0.9015722379","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"DE","Germany","2021DE16RFPR011","Thüringen - DE - ERDF","Adopted by EC","2.1","2023-03-07","1","Stärkung von Forschung, technologischer Entwicklung und Innovation","PO1 Smarter Europe","1","Smarter Europe","RSO1.1 Enhancing research and innovation","RSO1.1","Enhancing research and innovation","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","Transition","0.6","361000000","601666666.67",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"DE","Germany","2021DE16RFPR011","Thüringen - DE - ERDF","Adopted by EC","2.1","2023-03-07","2","Stärkung des Wachstums und der Wettbewerbsfähigkeit von KMU","PO1 Smarter Europe","1","Smarter Europe","RSO1.3 Growth and competitiveness of SMEs","RSO1.3","Growth and competitiveness of SMEs","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","Transition","0.6","199223131","332038551.67",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","3 Preventing and combating crime","3","Preventing and combating crime","Type of Action ISF","SO3.003 Joint Investigation Teams (JITs) or other joint ops.","SO3.003","Joint Investigation Teams (JITs) or other joint operations","ISF","ISF","0.8481225506","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","3 Preventing and combating crime","3","Preventing and combating crime","Type of Action ISF","SO3.001 ICT systems, interoperability, data quality","SO3.001","ICT systems, interoperability, data quality (excluding equipment)","ISF","ISF","0.8481225506","3768000","4442754.17",,,,,,,,,,,,,,,,"1","3768000","4442754.17",,,,,,,
"PL","Poland","2021PL16FFPR005","Łódzkie - PL - ERDF/ESF+/JTF","Adopted by EC","1.2","2022-12-05","1","FUNDUSZE EUROPEJSKIE DLA INNOWACYJNEGO ŁÓDZKIEGO","PO1 Smarter Europe","1","Smarter Europe","RSO1.3 Growth and competitiveness of SMEs","RSO1.3","Growth and competitiveness of SMEs","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Less developed","0.849999998","140585266","165394430.98",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.006 Border surveillance - other measures","SO1.006","Border surveillance - other measures","BMVI","BMVI","0.9015722379","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","1 Exchange of information","1","Exchange of information","Type of Action ISF","SO1.006 Exchange of BP, conferences,comm. activities ...","SO1.006","Exchange of best practices, workshops, conferences, events, awareness-raising campaigns, communication activities","ISF","ISF","0.7709219792","90000","116743.33",,,,,,,,,,,,,,,,,,,,,,,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.023 Large-scale IT systems – (ETIAS) – Article 85(3) of Reg.","SO1.023","Large-scale IT systems - European Travel Information and Authorisation System (ETIAS) - Article 85(3) of Regulation (EU) 2018/1240","BMVI","BMVI","0.9015722379","0","0",,,,,,,,,,,,,,,,"1","0","0",,,,,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.017 Inter-agency cooperation – with third countries","SO1.017","Inter-agency cooperation - with third countries","BMVI","BMVI","0.9015722379","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","2 Common visa policy","2","Common visa policy","Intervention Field","SO2.002 Improving efficiency, client-friendly env. at consulates","SO2.002","Enhancing the efficiency, client-friendly environment and security at consulates","BMVI","BMVI","0.8742649244","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","1 Exchange of information","1","Exchange of information","Type of Action ISF","SO1.005 Training","SO1.005","Training","ISF","ISF","0.7709219792","453000","587608.1",,,,,,,,,,,,,,,,,,,,,,,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.016 Inter-agency cooperation – Union level","SO1.016","Inter-agency cooperation - European Union level","BMVI","BMVI","0.9015722379","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.029 Data quality and data subjects’ rights to information","SO1.029","Data quality and data subjects’ rights to information, access to, rectification and erasure of,their personal data, and to the retriction of the processing thereof","BMVI","BMVI","0.9015722379","0","0",,,,,,,,,,,,,,,,"1","0","0",,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","1 Exchange of information","1","Exchange of information","Type of Action ISF","SO1.002 Networks, centres of excell., coop. structures, …","SO1.002","Networks, centres of excellence, cooperation structures, joint actions and operations","ISF","ISF","0.7709219792","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.019 Large-scale IT systems–Eurodac for border management","SO1.019","Large-scale IT systems  - Eurodac for border management purposes","BMVI","BMVI","0.9015722379","552750","613095.63",,,,,,,,,,,,,,,,"1","552750","613095.63",,,,,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","2 Common visa policy","2","Common visa policy","Intervention Field","SO2.009 Operating support–Large IT systems for visa application","SO2.009","Operating support - Large-scale IT systems for visa application processing purposes","BMVI","BMVI","0.8742649244","1000000","1143818.05",,,,,,,,,,,,,,,,"1","1000000","1143818.05",,,,,,,
"NL","Netherlands","2021NL65BVPR001","Netherlands - BMVI","Adopted by EC","2","2023-07-04",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.009 Risk analysis","SO1.009","Risk analysis","BMVI","BMVI","0.9015722379","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"DE","Germany","2021DE16RFPR011","Thüringen - DE - ERDF","Adopted by EC","2.1","2023-03-07","6","Nachhaltige und Integrierte Stadtentwicklung","PO5 Europe closer to citizens","5","Europe closer to citizens","RSO5.1 Integrated development in urban areas","RSO5.1","Integrated development in urban areas","Form of Support","01 grant","01","Grant","ERDF","Transition","0.599999999","115675894","192793156.99",,,,,,,,,,,,,,,,,,,,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","2 Cross-border cooperation","2","Cross-border cooperation","Type of Action ISF","SO2.004 Secondment or deployment of experts","SO2.004","Secondment or deployment of experts","ISF","ISF","0.8675523214","687000","791883.08",,,,,,,,,,,,,,,,,,,,,,,,,
"DE","Germany","2021DE16RFPR011","Thüringen - DE - ERDF","Adopted by EC","2.1","2023-03-07","4","Anpassung an den Klimawandel, Risikoprävention und Katastrophenresilienz","PO2 Greener Europe","2","Greener Europe","RSO2.4 Climate change adaptation","RSO2.4","Climate change adaptation","Form of Support","01 grant","01","Grant","ERDF","Transition","0.6","155540000","259233333.33",,,,,,,,,,,,,,,,,,,,,,,,,
"DE","Germany","2021DE16RFPR011","Thüringen - DE - ERDF","Adopted by EC","2.1","2023-03-07","1","Stärkung von Forschung, technologischer Entwicklung und Innovation","PO1 Smarter Europe","1","Smarter Europe","RSO1.1 Enhancing research and innovation","RSO1.1","Enhancing research and innovation","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Transition","0.6","361000000","601666666.67",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","3 Preventing and combating crime","3","Preventing and combating crime","Type of Action ISF","SO3.004 Secondment or deployment of experts","SO3.004","Secondment or deployment of experts","ISF","ISF","0.8481225506","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","1 Exchange of information","1","Exchange of information","Type of Action ISF","SO1.003 Joint Investigation Teams (JITs) or other joint ops.","SO1.003","Joint Investigation Teams (JITs) or other joint operations","ISF","ISF","0.7709219792","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
"EL","Greece","2021EL65BVPR001","Greece - BMVI","Adopted by EC (TF Accepted)","1.3","2023-07-05",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.005 Border surveillance - automated border surveillance systems","SO1.005","Border surveillance - automated border surveillance systems","BMVI","BMVI","0.7504978579","165000000","219854058.56",,,,,,,,,,,,,,,,"1","165000000","219854058.56",,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","3 Preventing and combating crime","3","Preventing and combating crime","Type of Action ISF","SO3.009 Means of transport","SO3.009","Means of transport","ISF","ISF","0.8481225506","38250","45099.61",,,,,,,,,,,,,,,,,,,,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","2 Cross-border cooperation","2","Cross-border cooperation","Type of Action ISF","SO2.002 Networks, centres of excell., coop. structures, …","SO2.002","Networks, centres of excellence, cooperation structures, joint actions and operations","ISF","ISF","0.8675523214","1319250","1520657.56",,,,,,,,,,,,,,,,,,,,,,,,,
"ES","Spain","2021ES65BVPR001","Spain - BMVI","Adopted by EC (TF Accepted)","1.4","2023-07-05",,,"PO1 Borders and visa","1","Borders and visa","1 European integrated border management","1","European integrated border management","Intervention Field","SO1.007 Technical and operational measures within Schengen area","SO1.007","Technical and operational measures within the Schengen area which are related to border control","BMVI","BMVI","0.8292249991","1500000","1808917.97",,,,,,,,,,,,,,,,,,,,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","3 Preventing and combating crime","3","Preventing and combating crime","Type of Action ISF","SO3.011 Deployment or other follow-up of research projects","SO3.011","Deployment or other follow-up of research projects","ISF","ISF","0.8481225506","310500","366102.75",,,,,,,,,,,,,,,,,,,,,,,,,
"AT","Austria","2021AT65ISPR001","Austria - ISF","Adopted by EC","2","2023-06-19",,,"PO1 Security","1","Security","2 Cross-border cooperation","2","Cross-border cooperation","Type of Action ISF","SO2.011 Deployment or other follow-up of research projects","SO2.011","Deployment or other follow-up of research projects","ISF","ISF","0.8675523214","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
